Student ID,School ID,School Name,Age at Enrollment,Gender,SES Quintile,SES Label,Household Size Index,Commute Distance (km),Digital Access,Digital Access Score,School Feeding,GPA Trend,Failed Subjects,Science Strength,Chronic Health Risk,Health Absences (days),Social Integration Score,Cash Flow Volatility,Academic Catch-up Flag,Counseling Access,Retained,Retained Flag,Dropout Reason,Risk Persona,Academic Risk Index,Barrier Burden Index,Economic Instability Index,Health Burden Index,Support Coverage Score,Long Commute Flag,High Academic Risk Flag,No Digital Access Flag,Recommended Intervention,Recommended Cost (KES),Sponsor Priority Score,Model Risk Score (oracle)
859,4,Machakos Hilltop Secondary,13,Boy,4,Q4 — High,1,10.84,Shared device,1.0,Yes,0.427,0,No,Low,7,1,0.255,No,No,Yes,1,Still enrolled,Stable Achievers,-0.427,1.442,0.355,7,1.5,Yes,No,No,,,,0.9725
860,18,Narok Savannah Secondary,15,Girl,3,Q3 — Middle,4,10.01,,,No,-0.395,1,No,Low,5,0,0.228,No,,Yes,1,Still enrolled,Stable Achievers,1.395,,0.378,5,,Yes,No,No,,,,0.9423
861,14,Bungoma West Secondary,17,Boy,1,Q1 — Lowest,5,19.11,No access,0.0,Yes,-1.343,2,No,Low,3,1,0.284,No,No,Yes,1,Still enrolled,Academic Strugglers,3.343,2.956,0.534,3,1.0,Yes,No,Yes,School Fee Support,15000.0,3.763,0.729
862,13,Meru Mountain Secondary,14,Boy,4,Q4 — High,5,0.58,Shared device,1.0,Yes,-0.981,1,No,Moderate,8,1,0.209,No,No,Yes,1,Still enrolled,Stable Achievers,1.981,0.929,0.309,16,1.5,No,No,No,,,,0.973
863,15,Embu Sunrise Secondary,16,Boy,3,Q3 — Middle,5,9.07,No access,0.0,Yes,-0.473,2,No,Moderate,4,0,0.261,No,No,Yes,1,Still enrolled,Academic Strugglers,2.473,2.053,0.411,8,1.0,Yes,No,Yes,,,,0.8865
864,2,Nyandarua Mixed Secondary,16,Girl,5,Q5 — Highest,4,12.24,Shared device,1.0,No,0.265,2,No,Low,4,1,0.224,No,Yes,Yes,1,Still enrolled,Stable Achievers,1.735,1.312,0.274,4,1.5,Yes,No,No,,,,0.8499
865,2,Nyandarua Mixed Secondary,14,Boy,1,Q1 — Lowest,4,10.34,Personal device,2.0,No,-2.003,3,No,Low,2,1,0.32,No,No,No,0,Financial Instability,Academic Strugglers,5.003,1.517,0.57,2,1.0,Yes,Yes,No,School Fee Support,15000.0,3.809,0.5813
866,2,Nyandarua Mixed Secondary,14,Girl,5,Q5 — Highest,6,8.37,Personal device,2.0,Yes,-0.44,1,No,High,13,0,0.166,No,Yes,Yes,1,Still enrolled,Stable Achievers,1.44,0.618,0.216,39,3.0,Yes,No,No,,,,0.9621
867,1,Kilimani Day Secondary,16,Girl,1,Q1 — Lowest,1,3.93,No access,0.0,Yes,-1.306,2,No,Low,5,0,0.316,No,No,Yes,1,Still enrolled,Academic Strugglers,3.306,2.197,0.566,5,1.0,No,No,Yes,School Fee Support,15000.0,3.262,0.9196
868,19,Isiolo North Secondary,17,Boy,1,Q1 — Lowest,6,6.39,No access,0.0,Yes,-2.575,3,No,High,16,1,0.259,No,Yes,Yes,1,Still enrolled,Health-Constrained,5.575,2.32,0.509,48,2.0,No,Yes,Yes,School Fee Support,15000.0,3.153,0.8229
869,9,Kakamega Forest Secondary,15,Girl,3,Q3 — Middle,4,3.46,No access,0.0,Yes,0.74,0,No,Low,7,0,0.225,No,Yes,Yes,1,Still enrolled,Stable Achievers,-0.74,1.773,0.375,7,2.0,No,No,Yes,,,,0.9847
870,3,Kisumu Lakeside Secondary,14,Boy,2,Q2 — Low,6,11.75,No access,0.0,Yes,-1.75,3,No,Low,4,0,0.282,No,,Yes,1,Still enrolled,Academic Strugglers,4.75,2.388,0.482,4,,Yes,Yes,Yes,School Fee Support,15000.0,3.387,0.6768
871,7,Eldoret Highlands Secondary,15,Boy,3,Q3 — Middle,3,,Shared device,1.0,No,-0.872,3,No,Low,3,1,,No,No,Yes,1,Still enrolled,Academic Strugglers,3.872,,,3,0.5,No,Yes,No,,,,0.8644
872,3,Kisumu Lakeside Secondary,16,Boy,2,Q2 — Low,4,3.76,Personal device,2.0,Yes,-2.082,3,No,High,13,1,0.214,No,Yes,Yes,1,Still enrolled,Health-Constrained,5.082,0.988,0.414,39,3.0,No,Yes,No,Health & Attendance Support,5000.0,2.493,0.8033
873,19,Isiolo North Secondary,15,Boy,1,Q1 — Lowest,7,7.86,Shared device,1.0,Yes,-0.47,2,No,Low,7,1,0.32,No,,Yes,1,Still enrolled,Academic Strugglers,2.47,1.893,0.57,7,,No,No,No,School Fee Support,15000.0,3.309,0.9567
874,16,Kericho Highlands Secondary,15,Boy,4,Q4 — High,2,9.28,Personal device,2.0,Yes,-0.602,1,No,Low,3,2,0.228,No,No,Yes,1,Still enrolled,Stable Achievers,1.602,0.864,0.328,3,2.0,Yes,No,No,,,,0.9631
875,1,Kilimani Day Secondary,13,Girl,4,Q4 — High,3,,Shared device,1.0,Yes,0.529,0,No,Low,9,1,0.171,No,No,Yes,1,Still enrolled,Stable Achievers,-0.529,,0.271,9,1.5,No,No,No,,,,0.9924
876,7,Eldoret Highlands Secondary,16,Boy,2,Q2 — Low,2,12.86,No access,0.0,Yes,0.539,0,No,Low,4,2,0.283,No,No,Yes,1,Still enrolled,Academic Strugglers,-0.539,2.443,0.483,4,1.0,Yes,No,Yes,,,,0.9261
877,14,Bungoma West Secondary,15,Girl,2,Q2 — Low,9,12.58,No access,0.0,Yes,-0.431,1,No,Low,5,2,0.298,No,Yes,Yes,1,Still enrolled,Academic Strugglers,1.431,2.429,0.498,5,2.0,Yes,No,Yes,School Fee Support,15000.0,2.922,0.8962
878,9,Kakamega Forest Secondary,15,Boy,4,Q4 — High,4,2.32,No access,0.0,Yes,1.277,0,No,Low,7,2,0.173,No,,Yes,1,Still enrolled,Stable Achievers,-1.277,1.516,0.273,7,,No,No,Yes,,,,0.9886
879,5,Nakuru Valley Secondary,16,Girl,2,Q2 — Low,4,,No access,0.0,Yes,-2.488,3,No,High,14,0,0.295,No,No,Yes,1,Still enrolled,Health-Constrained,5.488,,0.495,42,1.0,No,Yes,Yes,School Fee Support,15000.0,3.559,0.7381
880,9,Kakamega Forest Secondary,14,Boy,3,Q3 — Middle,6,3.14,No access,0.0,Yes,-1.622,3,No,Low,2,2,0.215,No,No,Yes,1,Still enrolled,Academic Strugglers,4.622,1.757,0.365,2,1.0,No,Yes,Yes,,,,0.9701
881,9,Kakamega Forest Secondary,13,Boy,5,Q5 — Highest,3,0.61,,,No,0.803,0,No,Low,4,1,0.188,No,No,Yes,1,Still enrolled,Stable Achievers,-0.803,,0.238,4,,No,No,No,,,,0.9917
882,15,Embu Sunrise Secondary,16,Boy,4,Q4 — High,6,5.81,Shared device,1.0,Yes,-1.006,2,No,Moderate,4,1,0.236,No,Yes,Yes,1,Still enrolled,Stable Achievers,3.006,1.191,0.336,8,2.5,No,No,No,,,,0.9655
883,12,Garissa Horizon Secondary,14,Boy,3,Q3 — Middle,10,6.69,Personal device,2.0,Yes,-1.147,3,No,Low,4,1,0.29,No,,Yes,1,Still enrolled,Academic Strugglers,4.147,0.935,0.44,4,,No,Yes,No,Academic Tutoring / Catch-up,8000.0,1.977,0.8869
884,10,Nyeri Ridge Secondary,17,Boy,4,Q4 — High,9,6.92,Shared device,1.0,No,-1.726,2,No,Low,8,1,0.176,No,No,Yes,1,Still enrolled,Stable Achievers,3.726,1.246,0.276,8,0.5,No,No,No,,,,0.8227
885,13,Meru Mountain Secondary,14,Boy,1,Q1 — Lowest,4,9.83,Personal device,2.0,Yes,-1.555,1,No,High,17,1,0.225,No,No,Yes,1,Still enrolled,Health-Constrained,2.555,1.492,0.475,51,2.0,Yes,No,No,School Fee Support,15000.0,2.732,0.7921
886,17,Malindi Shore Secondary,16,Boy,4,Q4 — High,3,,Shared device,1.0,No,-1.451,4,No,High,16,0,0.228,Yes,No,Yes,1,Still enrolled,Health-Constrained,5.451,,0.328,48,0.5,No,Yes,No,Health & Attendance Support,5000.0,2.178,0.7987
887,2,Nyandarua Mixed Secondary,13,Boy,1,Q1 — Lowest,3,,No access,0.0,Yes,-1.762,2,No,Low,2,1,0.239,No,No,Yes,1,Still enrolled,Academic Strugglers,3.762,,0.489,2,1.0,No,No,Yes,School Fee Support,15000.0,2.528,0.9062
888,10,Nyeri Ridge Secondary,13,Girl,2,Q2 — Low,7,4.62,No access,0.0,Yes,-1.82,1,No,Low,12,1,0.241,No,No,Yes,1,Still enrolled,Academic Strugglers,2.82,2.031,0.441,12,1.0,No,No,Yes,School Fee Support,15000.0,1.847,0.7863
889,16,Kericho Highlands Secondary,17,Boy,3,Q3 — Middle,4,1.93,No access,0.0,No,0.237,0,Yes,Moderate,11,1,,No,No,No,0,Health Related,Stable Achievers,-0.237,1.697,,22,0.0,No,No,Yes,Health & Attendance Support,5000.0,0.759,0.983
890,6,Mombasa Coast Secondary,13,Girl,2,Q2 — Low,6,2.02,No access,0.0,Yes,-2.97,3,No,Low,3,0,0.298,No,Yes,Yes,1,Still enrolled,Academic Strugglers,5.97,1.901,0.498,3,2.0,No,Yes,Yes,School Fee Support,15000.0,3.276,0.8883
891,18,Narok Savannah Secondary,13,Girl,4,Q4 — High,6,7.33,No access,0.0,Yes,-0.878,0,No,Moderate,13,0,0.262,No,No,Yes,1,Still enrolled,Health-Constrained,0.878,1.767,0.362,26,1.0,No,No,Yes,,,,0.9032
892,4,Machakos Hilltop Secondary,14,Girl,3,Q3 — Middle,3,13.69,Shared device,1.0,Yes,-1.111,2,No,Low,7,2,0.189,No,No,Yes,1,Still enrolled,Stable Achievers,3.111,1.785,0.339,7,1.5,Yes,No,No,,,,0.8539
893,1,Kilimani Day Secondary,13,Boy,5,Q5 — Highest,4,3.7,Shared device,1.0,No,0.071,1,Yes,Low,3,1,0.235,No,No,Yes,1,Still enrolled,Stable Achievers,0.929,0.885,0.285,3,0.5,No,No,No,,,,0.9916
894,16,Kericho Highlands Secondary,14,Girl,2,Q2 — Low,9,9.36,No access,0.0,Yes,-2.205,4,No,High,13,0,0.228,Yes,Yes,Yes,1,Still enrolled,Health-Constrained,6.205,2.268,0.428,39,2.0,Yes,Yes,Yes,Health & Attendance Support,5000.0,2.901,0.7839
895,16,Kericho Highlands Secondary,16,Girl,3,Q3 — Middle,3,10.09,Shared device,1.0,Yes,-2.406,5,No,Low,6,1,0.23,Yes,No,Yes,1,Still enrolled,Academic Strugglers,7.406,1.605,0.38,6,1.5,Yes,Yes,No,Academic Tutoring / Catch-up,8000.0,2.725,0.7979
896,5,Nakuru Valley Secondary,13,Girl,1,Q1 — Lowest,8,12.9,Shared device,1.0,No,-2.393,4,No,Moderate,19,1,0.285,Yes,,No,0,Health Related,Health-Constrained,6.393,2.145,0.535,38,,Yes,Yes,No,School Fee Support,15000.0,4.37,0.5302
897,20,Busia Border Secondary,17,Boy,1,Q1 — Lowest,5,6.57,No access,0.0,Yes,-1.418,3,No,Low,5,0,0.25,No,Yes,Yes,1,Still enrolled,Academic Strugglers,4.418,2.329,0.5,5,2.0,No,Yes,Yes,School Fee Support,15000.0,2.712,0.8718
898,13,Meru Mountain Secondary,17,Girl,3,Q3 — Middle,7,1.32,No access,0.0,No,-0.941,2,No,Moderate,14,2,0.26,No,Yes,Yes,1,Still enrolled,Health-Constrained,2.941,1.666,0.41,28,1.0,No,No,Yes,,,,0.905
899,1,Kilimani Day Secondary,14,Boy,5,Q5 — Highest,6,4.79,Personal device,2.0,No,-0.992,2,No,Low,3,2,0.19,No,,Yes,1,Still enrolled,Stable Achievers,2.992,0.44,0.24,3,,No,No,No,,,,0.9853
900,13,Meru Mountain Secondary,14,Girl,2,Q2 — Low,2,5.87,Shared device,1.0,Yes,-0.715,1,No,Low,6,0,0.32,No,Yes,Yes,1,Still enrolled,Academic Strugglers,1.715,1.593,0.52,6,2.5,No,No,No,School Fee Support,15000.0,2.803,0.9333
901,7,Eldoret Highlands Secondary,13,Boy,3,Q3 — Middle,0,1.32,No access,0.0,Yes,-1.168,1,No,Moderate,5,1,,No,No,Yes,1,Still enrolled,Stable Achievers,2.168,1.666,,10,1.0,No,No,Yes,,,,0.9631
902,20,Busia Border Secondary,15,Boy,5,Q5 — Highest,3,5.88,Personal device,2.0,Yes,-1.476,1,Yes,Low,7,2,0.168,No,Yes,Yes,1,Still enrolled,Stable Achievers,2.476,0.494,0.218,7,3.0,No,No,No,,,,0.9872
903,6,Mombasa Coast Secondary,15,Boy,1,Q1 — Lowest,9,4.71,Shared device,1.0,No,-1.407,1,No,Low,8,1,0.249,No,No,Yes,1,Still enrolled,Academic Strugglers,2.407,1.736,0.499,8,0.5,No,No,No,School Fee Support,15000.0,2.441,0.8275
904,2,Nyandarua Mixed Secondary,13,Girl,4,Q4 — High,6,18.87,No access,0.0,Yes,-0.472,3,No,Low,5,1,0.275,No,Yes,Yes,1,Still enrolled,Academic Strugglers,3.472,2.343,0.375,5,2.0,Yes,Yes,Yes,Transport / Boarding Support,6000.0,1.819,0.7321
905,18,Narok Savannah Secondary,17,Girl,4,Q4 — High,2,4.31,Shared device,1.0,Yes,-1.41,2,Yes,Low,9,2,0.255,No,,Yes,1,Still enrolled,Stable Achievers,3.41,1.115,0.355,9,,No,No,No,,,,0.9004
906,5,Nakuru Valley Secondary,14,Boy,3,Q3 — Middle,4,9.94,Shared device,1.0,Yes,-0.899,1,No,Low,8,2,0.258,No,Yes,Yes,1,Still enrolled,Stable Achievers,1.899,1.597,0.408,8,2.5,Yes,No,No,,,,0.9463
907,7,Eldoret Highlands Secondary,16,Girl,2,Q2 — Low,5,4.89,No access,0.0,Yes,-1.419,2,No,Low,1,0,0.287,No,No,Yes,1,Still enrolled,Academic Strugglers,3.419,2.045,0.487,1,1.0,No,No,Yes,School Fee Support,15000.0,2.812,0.916
908,14,Bungoma West Secondary,15,Boy,4,Q4 — High,2,,Shared device,1.0,Yes,-0.543,2,No,Low,4,0,0.196,No,No,Yes,1,Still enrolled,Stable Achievers,2.543,,0.296,4,1.5,No,No,No,,,,0.9649
909,7,Eldoret Highlands Secondary,16,Boy,5,Q5 — Highest,2,3.21,Personal device,2.0,No,0.585,1,Yes,Low,6,2,0.162,No,No,Yes,1,Still enrolled,Stable Achievers,0.415,0.36,0.212,6,1.0,No,No,No,,,,0.9853
910,7,Eldoret Highlands Secondary,15,Boy,2,Q2 — Low,4,3.52,No access,0.0,Yes,0.121,1,No,Low,8,2,0.261,No,No,Yes,1,Still enrolled,Academic Strugglers,0.879,1.976,0.461,8,1.0,No,No,Yes,,,,0.9537
911,10,Nyeri Ridge Secondary,17,Boy,2,Q2 — Low,7,9.16,Shared device,1.0,Yes,-0.853,2,No,Low,3,0,0.32,No,No,No,0,Financial Instability,Academic Strugglers,2.853,1.758,0.52,3,1.5,Yes,No,No,School Fee Support,15000.0,3.068,0.809
912,3,Kisumu Lakeside Secondary,13,Girl,4,Q4 — High,4,6.93,No access,0.0,Yes,-3.078,5,No,Low,5,0,0.241,Yes,No,Yes,1,Still enrolled,Academic Strugglers,8.078,1.747,0.341,5,1.0,No,Yes,Yes,Academic Tutoring / Catch-up,8000.0,2.505,0.6106
913,11,Kitale Plains Secondary,16,Girl,3,Q3 — Middle,6,7.6,Shared device,1.0,Yes,0.237,0,No,Low,1,1,0.257,No,Yes,Yes,1,Still enrolled,Stable Achievers,-0.237,1.48,0.407,1,2.5,No,No,No,,,,0.9811
914,18,Narok Savannah Secondary,16,Boy,1,Q1 — Lowest,2,5.69,No access,0.0,Yes,-1.065,2,No,Low,5,0,0.313,No,No,No,0,Other,Academic Strugglers,3.065,2.285,0.563,5,1.0,No,No,Yes,School Fee Support,15000.0,3.27,0.7888
915,20,Busia Border Secondary,16,Boy,4,Q4 — High,6,,No access,0.0,No,0.842,1,No,Low,6,1,0.21,No,No,Yes,1,Still enrolled,Stable Achievers,0.158,,0.31,6,0.0,No,No,Yes,,,,0.9583
916,15,Embu Sunrise Secondary,17,Girl,3,Q3 — Middle,6,2.14,No access,0.0,No,-0.081,3,Yes,Moderate,4,1,0.248,No,No,Yes,1,Still enrolled,Academic Strugglers,3.081,1.707,0.398,8,0.0,No,Yes,Yes,,,,0.9077
917,12,Garissa Horizon Secondary,17,Boy,2,Q2 — Low,5,6.16,No access,0.0,Yes,-0.779,1,No,Low,2,0,0.203,No,No,Yes,1,Still enrolled,Academic Strugglers,1.779,2.108,0.403,2,1.0,No,No,Yes,,,,0.928
918,5,Nakuru Valley Secondary,14,Boy,2,Q2 — Low,5,5.3,Shared device,1.0,Yes,-1.933,4,No,Low,3,0,0.3,Yes,No,No,0,Academic Performance,Academic Strugglers,5.933,1.565,0.5,3,1.5,No,Yes,No,School Fee Support,15000.0,3.349,0.8673
919,18,Narok Savannah Secondary,14,Boy,3,Q3 — Middle,4,10.29,No access,0.0,No,-1.044,2,No,Moderate,8,1,0.212,No,No,No,0,Health Related,Academic Strugglers,3.044,2.115,0.362,16,0.0,Yes,No,Yes,Academic Tutoring / Catch-up,8000.0,1.366,0.7789
920,2,Nyandarua Mixed Secondary,14,Boy,2,Q2 — Low,2,11.81,No access,0.0,Yes,-1.409,3,Yes,Moderate,10,0,0.314,No,No,No,0,Financial Instability,Health-Constrained,4.409,2.391,0.514,20,1.0,Yes,Yes,Yes,School Fee Support,15000.0,3.586,0.7926
921,15,Embu Sunrise Secondary,13,Girl,3,Q3 — Middle,3,,Shared device,1.0,Yes,-0.978,2,No,Low,6,2,0.229,No,No,Yes,1,Still enrolled,Stable Achievers,2.978,,0.379,6,1.5,No,No,No,,,,0.9677
922,17,Malindi Shore Secondary,16,Girl,1,Q1 — Lowest,5,7.89,No access,0.0,Yes,-2.009,3,No,Low,6,1,0.291,No,No,Yes,1,Still enrolled,Academic Strugglers,5.009,2.395,0.541,6,1.0,No,Yes,Yes,School Fee Support,15000.0,3.657,0.844
923,10,Nyeri Ridge Secondary,17,Girl,2,Q2 — Low,6,20.0,Shared device,1.0,Yes,-2.171,2,No,Low,3,1,0.229,No,No,No,0,Commute Distance,Academic Strugglers,4.171,2.3,0.429,3,1.5,Yes,No,No,School Fee Support,15000.0,2.294,0.6455
924,12,Garissa Horizon Secondary,15,Boy,4,Q4 — High,5,0.42,Personal device,2.0,Yes,0.085,0,Yes,Moderate,5,1,0.185,No,No,Yes,1,Still enrolled,Stable Achievers,-0.085,0.421,0.285,10,2.0,No,No,No,,,,0.9896
925,17,Malindi Shore Secondary,17,Girl,1,Q1 — Lowest,6,17.58,No access,0.0,Yes,-1.377,2,No,Low,3,1,0.232,No,No,No,0,Commute Distance,Academic Strugglers,3.377,2.879,0.482,3,1.0,Yes,No,Yes,School Fee Support,15000.0,2.89,0.6972
926,19,Isiolo North Secondary,13,Girl,3,Q3 — Middle,7,5.45,Personal device,2.0,Yes,-1.887,2,No,Low,2,1,0.24,No,No,Yes,1,Still enrolled,Stable Achievers,3.887,0.873,0.39,2,2.0,No,No,No,,,,0.9301
927,1,Kilimani Day Secondary,16,Girl,3,Q3 — Middle,3,2.58,Personal device,2.0,No,-2.389,2,No,Low,2,0,0.184,No,No,Yes,1,Still enrolled,Stable Achievers,4.389,0.729,0.334,2,1.0,No,No,No,,,,0.9488
928,11,Kitale Plains Secondary,13,Boy,4,Q4 — High,6,1.7,No access,0.0,Yes,-1.461,3,No,Low,7,1,0.279,No,No,Yes,1,Still enrolled,Academic Strugglers,4.461,1.485,0.379,7,1.0,No,Yes,Yes,,,,0.9229
929,9,Kakamega Forest Secondary,16,Boy,1,Q1 — Lowest,9,5.21,,,Yes,-0.379,0,No,Low,5,2,,No,No,Yes,1,Still enrolled,Academic Strugglers,0.379,,,5,,No,No,No,,,,0.9519
930,5,Nakuru Valley Secondary,17,Girl,4,Q4 — High,3,5.1,Shared device,1.0,Yes,-0.543,2,No,Low,4,3,0.18,No,No,Yes,1,Still enrolled,Stable Achievers,2.543,1.155,0.28,4,1.5,No,No,No,,,,0.9691
931,18,Narok Savannah Secondary,14,Boy,2,Q2 — Low,3,1.96,Shared device,1.0,Yes,-1.966,4,No,Low,5,1,0.25,Yes,No,Yes,1,Still enrolled,Academic Strugglers,5.966,1.398,0.45,5,1.5,No,Yes,No,School Fee Support,15000.0,2.519,0.8494
932,3,Kisumu Lakeside Secondary,16,Boy,1,Q1 — Lowest,2,4.22,No access,0.0,Yes,-0.815,2,No,Low,7,1,0.316,No,No,Yes,1,Still enrolled,Academic Strugglers,2.815,2.211,0.566,7,1.0,No,No,Yes,School Fee Support,15000.0,3.204,0.8185
933,7,Eldoret Highlands Secondary,16,Boy,1,Q1 — Lowest,10,12.92,No access,0.0,Yes,-2.763,2,Yes,Low,8,2,0.221,No,No,Yes,1,Still enrolled,Academic Strugglers,4.763,2.646,0.471,8,1.0,Yes,No,Yes,School Fee Support,15000.0,3.024,0.7379
934,9,Kakamega Forest Secondary,15,Boy,3,Q3 — Middle,6,2.26,Personal device,2.0,No,0.277,0,No,Low,9,1,0.25,No,Yes,Yes,1,Still enrolled,Stable Achievers,-0.277,0.713,0.4,9,2.0,No,No,No,,,,0.9745
935,5,Nakuru Valley Secondary,15,Boy,3,Q3 — Middle,5,11.27,No access,0.0,Yes,-0.142,0,No,Low,10,2,0.194,No,Yes,Yes,1,Still enrolled,Stable Achievers,0.142,2.163,0.344,10,2.0,Yes,No,Yes,,,,0.9727
936,14,Bungoma West Secondary,13,Boy,3,Q3 — Middle,3,4.4,No access,0.0,Yes,-0.741,1,No,Moderate,11,1,0.235,No,No,Yes,1,Still enrolled,Health-Constrained,1.741,1.82,0.385,22,1.0,No,No,Yes,,,,0.9603
937,13,Meru Mountain Secondary,16,Girl,5,Q5 — Highest,8,4.06,Shared device,1.0,No,0.199,1,No,Low,8,1,0.202,No,Yes,Yes,1,Still enrolled,Stable Achievers,0.801,0.903,0.252,8,1.5,No,No,No,,,,0.9723
938,1,Kilimani Day Secondary,17,Girl,2,Q2 — Low,4,,Shared device,1.0,Yes,-2.594,3,No,Moderate,11,0,0.32,No,No,Yes,1,Still enrolled,Health-Constrained,5.594,,0.52,22,1.5,No,Yes,No,School Fee Support,15000.0,3.629,0.8104
939,4,Machakos Hilltop Secondary,14,Boy,1,Q1 — Lowest,4,5.13,Shared device,1.0,Yes,-3.984,7,No,Low,2,1,0.271,Yes,No,Yes,1,Still enrolled,Academic Strugglers,10.984,1.756,0.521,2,1.5,No,Yes,No,School Fee Support,15000.0,4.401,0.564
940,8,Thika Green Secondary,14,Boy,2,Q2 — Low,7,20.0,Shared device,1.0,Yes,0.595,0,Yes,Moderate,10,0,0.209,No,No,Yes,1,Still enrolled,Health-Constrained,-0.595,2.3,0.409,20,1.5,Yes,No,No,Transport / Boarding Support,6000.0,1.811,0.8518
941,18,Narok Savannah Secondary,13,Girl,1,Q1 — Lowest,8,9.95,No access,0.0,Yes,-1.724,2,Yes,Low,4,1,0.291,No,Yes,No,0,Household Pressure,Academic Strugglers,3.724,2.497,0.541,4,2.0,Yes,No,Yes,School Fee Support,15000.0,3.488,0.707
942,9,Kakamega Forest Secondary,14,Girl,4,Q4 — High,3,6.44,No access,0.0,Yes,0.883,1,No,Moderate,15,1,0.267,No,No,Yes,1,Still enrolled,Stable Achievers,0.117,1.722,0.367,30,1.0,No,No,Yes,,,,0.9453
943,9,Kakamega Forest Secondary,16,Boy,4,Q4 — High,7,8.64,No access,0.0,Yes,-1.636,2,No,Low,2,1,0.23,No,Yes,Yes,1,Still enrolled,Stable Achievers,3.636,1.832,0.33,2,2.0,Yes,No,Yes,,,,0.9384
944,14,Bungoma West Secondary,16,Boy,2,Q2 — Low,4,5.29,No access,0.0,Yes,-1.102,1,No,Low,7,2,0.284,No,No,No,0,Financial Instability,Academic Strugglers,2.102,2.065,0.484,7,1.0,No,No,Yes,School Fee Support,15000.0,2.725,0.9216
945,16,Kericho Highlands Secondary,17,Girl,2,Q2 — Low,2,1.74,No access,0.0,Yes,-1.442,3,No,Low,6,0,0.292,No,No,Yes,1,Still enrolled,Academic Strugglers,4.442,1.887,0.492,6,1.0,No,Yes,Yes,School Fee Support,15000.0,2.954,0.8854
946,4,Machakos Hilltop Secondary,17,Boy,2,Q2 — Low,4,0.73,Shared device,1.0,Yes,-2.63,5,No,Low,10,1,0.32,Yes,Yes,Yes,1,Still enrolled,Academic Strugglers,7.63,1.336,0.52,10,2.5,No,Yes,No,School Fee Support,15000.0,3.689,0.8876
947,14,Bungoma West Secondary,15,Boy,3,Q3 — Middle,4,0.48,Personal device,2.0,Yes,-3.219,5,No,Low,9,1,0.299,Yes,Yes,Yes,1,Still enrolled,Academic Strugglers,8.219,0.624,0.449,9,3.0,No,Yes,No,Academic Tutoring / Catch-up,8000.0,2.829,0.8997
948,18,Narok Savannah Secondary,13,Boy,1,Q1 — Lowest,4,20.0,,,Yes,-1.387,1,No,Moderate,5,2,0.248,No,No,No,0,Commute Distance,Academic Strugglers,2.387,,0.498,10,,Yes,No,No,School Fee Support,15000.0,2.956,0.7874
949,18,Narok Savannah Secondary,13,Girl,3,Q3 — Middle,5,9.06,Shared device,1.0,No,0.628,0,No,High,14,0,0.286,No,,Yes,1,Still enrolled,Health-Constrained,-0.628,1.553,0.436,42,,Yes,No,No,,,,0.8263
950,7,Eldoret Highlands Secondary,15,Girl,1,Q1 — Lowest,3,20.0,No access,0.0,Yes,-2.242,1,Yes,Low,5,0,0.283,No,No,No,0,Commute Distance,Academic Strugglers,3.242,3.0,0.533,5,1.0,Yes,No,Yes,School Fee Support,15000.0,3.895,0.4423
951,16,Kericho Highlands Secondary,16,Boy,4,Q4 — High,3,,Shared device,1.0,No,-0.12,1,No,Low,2,1,0.273,No,No,Yes,1,Still enrolled,Stable Achievers,1.12,,0.373,2,0.5,No,No,No,,,,0.9286
952,17,Malindi Shore Secondary,14,Boy,3,Q3 — Middle,3,1.69,No access,0.0,Yes,-0.594,2,No,Low,6,2,0.185,No,,Yes,1,Still enrolled,Stable Achievers,2.594,1.684,0.335,6,,No,No,Yes,,,,0.9202
953,4,Machakos Hilltop Secondary,15,Boy,2,Q2 — Low,3,20.0,No access,0.0,Yes,-3.814,4,No,Moderate,5,2,0.231,Yes,No,No,0,Academic Performance,Academic Strugglers,7.814,2.8,0.431,10,1.0,Yes,Yes,Yes,Academic Tutoring / Catch-up,8000.0,3.469,0.582
954,17,Malindi Shore Secondary,17,Girl,3,Q3 — Middle,2,6.41,,,Yes,-0.392,1,No,High,13,1,0.299,No,No,Yes,1,Still enrolled,Health-Constrained,1.392,,0.449,39,,No,No,No,,,,0.9619
955,19,Isiolo North Secondary,16,Girl,2,Q2 — Low,4,9.87,No access,0.0,Yes,-0.742,2,Yes,Low,6,1,0.285,No,No,No,0,Financial Instability,Academic Strugglers,2.742,2.293,0.485,6,1.0,Yes,No,Yes,School Fee Support,15000.0,2.982,0.9344
956,18,Narok Savannah Secondary,14,Girl,4,Q4 — High,1,10.81,Personal device,2.0,No,-2.088,3,No,Moderate,11,2,0.213,No,No,Yes,1,Still enrolled,Stable Achievers,5.088,0.94,0.313,22,1.0,Yes,Yes,No,Academic Tutoring / Catch-up,8000.0,1.773,0.8323
957,18,Narok Savannah Secondary,17,Boy,1,Q1 — Lowest,3,,,,Yes,-0.679,0,Yes,Moderate,11,2,0.272,No,No,Yes,1,Still enrolled,Health-Constrained,0.679,,0.522,22,,No,No,No,School Fee Support,15000.0,2.833,0.9057
958,6,Mombasa Coast Secondary,14,Girl,2,Q2 — Low,4,6.33,Shared device,1.0,Yes,-2.205,2,No,Low,3,0,0.249,No,No,No,0,Psychosocial,Academic Strugglers,4.205,1.616,0.449,3,1.5,No,No,No,School Fee Support,15000.0,1.952,0.9028
